部件工作时长,累积量参数1,累积量参数2,转速信号1,转速信号2,压力信号1,压力信号2,温度信号,流量信号,电流信号,开关1信号,开关2信号,告警信号1,设备类型
55.24999999999807,1523.5,1196.0,5196.02,11823.88,74.79,268.2,55.0,134.12,973.62,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5192.56,11822.61,76.69,268.46,55.0,134.68,973.43,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5194.23,11823.64,75.77,268.27,55.0,136.55,973.62,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5195.85,11820.0,76.43,267.19,55.0,134.68,973.54,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5198.13,11821.04,74.48,267.93,55.0,135.83,973.57,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5205.14,11847.66,74.9,373.71,55.0,134.1,973.64,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5204.83,11848.71,75.08,372.7,55.0,136.16,973.51,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5201.01,11845.65,74.56,373.53,55.0,132.73,973.67,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5202.05,11849.31,76.42,373.55,55.0,138.1,973.55,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5203.04,11834.33,76.46,374.29,55.0,133.39,973.41,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5200.27,11837.75,77.35,373.33,55.0,133.41,973.56,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5201.35,11837.24,76.7,374.63,55.0,135.52,973.62,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,12250.39,28021.65,116.5,328.64,55.0,133.33,973.44,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,7619.21,18553.14,64.23,383.54,55.0,135.8,973.62,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,7621.22,18552.77,66.12,382.15,55.0,135.32,973.63,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,7616.81,18557.33,64.78,383.13,55.0,132.71,973.64,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5189.16,11822.53,77.28,271.78,47.8,136.22,973.41,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5189.13,11825.71,77.37,271.78,47.8,138.24,973.65,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5186.75,11825.19,76.62,271.89,47.8,134.45,973.42,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5185.62,11822.22,76.74,272.32,47.8,131.57,973.47,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5184.77,11821.46,76.96,272.46,47.8,134.75,973.43,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5184.62,11823.91,77.39,272.54,47.8,132.02,973.65,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5189.19,11820.33,77.93,272.43,47.8,131.49,973.65,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5202.53,11849.49,77.93,376.03,47.8,136.13,973.63,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,9766.01,22240.1,73.68,375.03,47.8,132.7,973.6,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,9740.97,22226.83,74.85,373.24,47.8,136.29,973.7,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,9739.7,22249.69,74.12,372.68,47.8,138.31,973.54,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,9738.88,22253.62,75.13,373.64,47.8,137.98,973.46,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5200.57,11844.12,76.36,374.81,47.8,133.1,973.55,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,7612.22,15878.47,75.62,373.45,47.8,133.82,973.58,0.0,0.0,0.0,S26a
55.49999999999784,1573.0,1209.0,5202.85,11847.34,76.65,374.1,47.8,134.48,973.47,0.0,0.0,0.0,S26a
55.49999999999784,1589.5,1228.5,5201.61,11849.43,74.2,371.5,50.0,135.71,2015.05,0.0,0.0,0.0,S26a
55.49999999999784,1589.5,1228.5,9872.6,22201.25,74.84,373.92,50.0,132.51,2015.0,0.0,0.0,0.0,S26a
55.49999999999784,1589.5,1228.5,5203.11,11846.57,74.59,373.02,50.0,135.12,2015.19,0.0,0.0,0.0,S26a
55.49999999999784,1589.5,1228.5,9680.78,22044.23,74.75,374.49,50.0,136.56,2015.2,0.0,0.0,0.0,S26a
55.49999999999784,1595.0,1235.0,9682.16,22058.5,73.94,374.44,51.5,132.84,2015.18,0.0,0.0,0.0,S26a
55.49999999999784,1595.0,1235.0,9662.22,22009.24,75.36,373.66,51.5,136.49,2015.27,0.0,0.0,0.0,S26a
55.49999999999784,1595.0,1235.0,9313.33,21217.59,73.23,374.63,51.5,132.52,2015.23,0.0,0.0,0.0,S26a
55.49999999999784,1595.0,1235.0,9312.82,21219.57,75.65,374.51,51.5,138.11,2015.09,0.0,0.0,0.0,S26a
55.49999999999784,1595.0,1235.0,9317.28,21219.64,74.64,373.61,51.5,132.0,2015.01,0.0,0.0,0.0,S26a
55.49999999999784,1595.0,1235.0,9650.94,21973.04,74.37,374.21,51.5,132.3,2015.18,0.0,0.0,0.0,S26a
55.49999999999784,1600.5,1241.5,9640.69,21961.93,72.92,373.61,52.0,134.79,2015.03,0.0,0.0,0.0,S26a
55.49999999999784,1600.5,1241.5,9642.52,21976.14,73.54,373.51,52.0,136.38,2015.09,0.0,0.0,0.0,S26a
55.49999999999784,1600.5,1241.5,9653.08,21986.55,74.45,372.98,52.0,135.32,2015.11,0.0,0.0,0.0,S26a
55.49999999999784,1600.5,1241.5,9637.6,21926.58,74.72,373.31,52.0,130.89,2015.17,0.0,0.0,0.0,S26a
55.49999999999784,1611.5,1254.5,9637.08,21965.39,73.97,373.24,51.0,131.1,2015.12,0.0,0.0,0.0,S26a
55.49999999999784,1611.5,1254.5,5200.11,11835.67,76.17,372.33,51.0,133.86,2015.05,0.0,0.0,0.0,S26a
55.49999999999784,1611.5,1254.5,5201.08,11845.77,75.95,371.57,51.0,135.78,2015.14,0.0,0.0,0.0,S26a
55.49999999999784,1611.5,1254.5,5201.85,11849.06,73.87,373.52,51.0,131.8,2015.2,0.0,0.0,0.0,S26a
55.49999999999784,1617.0,1261.0,5211.85,11860.76,73.48,371.73,55.9,4.61,0.24,0.0,0.0,0.0,S26a
55.49999999999784,1617.0,1261.0,5209.27,11860.53,74.29,371.95,55.9,5.08,0.21,0.0,0.0,0.0,S26a
55.49999999999784,1617.0,1261.0,5201.09,11848.16,76.07,373.83,55.9,4.03,0.01,0.0,0.0,0.0,S26a
55.49999999999784,1617.0,1261.0,9624.43,21924.74,74.37,374.36,55.9,1.24,0.03,0.0,0.0,0.0,S26a
55.49999999999784,1617.0,1261.0,8272.43,18783.94,72.13,372.18,55.9,0.08,0.15,0.0,0.0,0.0,S26a
55.49999999999784,1622.5,1267.5,8274.94,18878.35,75.46,370.57,56.4,130.15,2015.05,0.0,0.0,0.0,S26a
55.49999999999784,1622.5,1267.5,10469.31,23620.89,188.43,360.33,56.4,132.25,2015.29,0.0,0.0,0.0,S26a
55.49999999999784,1622.5,1267.5,9760.7,22227.27,203.33,382.38,56.4,135.29,2015.06,0.0,0.0,0.0,S26a
55.49999999999784,1622.5,1267.5,9738.89,22226.08,212.04,371.84,56.4,133.23,2015.27,0.0,0.0,0.0,S26a
56.49999999999977,1639.0,1287.0,10001.96,22467.08,141.08,278.05,51.5,56.53,1460.13,1.0,0.0,0.0,S26a
56.49999999999977,1639.0,1287.0,9690.08,22021.13,212.53,360.82,51.5,57.34,1460.18,1.0,0.0,0.0,S26a
56.49999999999977,1639.0,1287.0,9762.03,22250.34,218.91,383.98,51.5,59.11,1460.17,1.0,0.0,0.0,S26a
56.49999999999977,1639.0,1287.0,9960.57,22553.01,174.53,264.97,51.5,54.36,1460.29,1.0,0.0,0.0,S26a
57.749999999998636,1655.5,1306.5,9660.48,21973.93,229.75,345.38,52.2,54.17,1460.23,1.0,0.0,0.0,S26a
57.749999999998636,1655.5,1306.5,9808.52,22322.89,229.62,386.22,52.2,56.88,1460.12,1.0,0.0,0.0,S26a
57.749999999998636,1655.5,1306.5,9651.05,22085.79,232.07,308.37,52.2,59.72,1460.2,1.0,0.0,0.0,S26a
57.749999999998636,1655.5,1306.5,5201.63,11848.79,69.01,374.16,52.2,56.65,1460.38,1.0,0.0,0.0,S26a
58.499999999997954,1672.0,1326.0,5209.64,11859.69,68.27,370.38,52.6,62.16,620.02,0.0,0.0,0.0,S26a
58.499999999997954,1672.0,1326.0,10020.21,22933.33,213.33,384.34,52.6,59.24,620.26,0.0,0.0,0.0,S26a
58.499999999997954,1672.0,1326.0,10150.0,23177.23,118.88,298.04,52.6,60.47,620.22,0.0,0.0,0.0,S26a
58.499999999997954,1672.0,1326.0,9973.46,22920.61,227.18,293.0,52.6,59.85,620.01,0.0,0.0,0.0,S26a
59.499999999999886,1688.5,1345.5,10181.55,23185.81,229.45,369.12,52.5,52.01,1382.79,1.0,0.0,0.0,S26a
59.499999999999886,1688.5,1345.5,10051.4,22860.38,226.36,338.52,52.5,51.15,1382.89,1.0,0.0,0.0,S26a
59.499999999999886,1688.5,1345.5,10169.9,23177.13,235.85,386.23,52.5,52.3,1382.85,1.0,0.0,0.0,S26a
59.499999999999886,1688.5,1345.5,10136.01,23137.5,251.08,373.58,52.5,50.16,1382.61,1.0,0.0,0.0,S26a
75.24999999999977,1705.0,1365.0,10240.44,23196.79,251.91,372.88,53.3,53.11,1429.21,1.0,0.0,0.0,S26a
75.24999999999977,1705.0,1365.0,10243.86,23201.52,252.12,372.8,53.3,53.36,1429.24,1.0,0.0,0.0,S26a
75.24999999999977,1705.0,1365.0,10146.8,23117.08,246.79,381.84,53.3,51.79,1429.31,1.0,0.0,0.0,S26a
75.24999999999977,1705.0,1365.0,10020.59,22756.97,258.12,386.03,53.3,55.8,1429.2,1.0,0.0,0.0,S26a
75.24999999999977,1705.0,1365.0,10097.51,23211.84,164.56,333.78,53.3,55.62,1429.24,1.0,0.0,0.0,S26a
87.74999999999977,1727.0,1391.0,10140.78,22956.21,281.77,370.96,54.4,62.43,1593.6,1.0,0.0,0.0,S26a
87.74999999999977,1727.0,1391.0,5204.1,11832.75,64.82,374.72,54.4,64.42,1593.67,1.0,0.0,0.0,S26a
87.74999999999977,1727.0,1391.0,5204.79,11847.75,66.44,374.28,54.4,65.61,1593.56,1.0,0.0,0.0,S26a
87.74999999999977,1727.0,1391.0,5193.44,11848.53,64.07,373.6,54.4,64.4,1593.42,1.0,0.0,0.0,S26a
87.74999999999977,1732.5,1397.5,5204.71,11846.65,64.96,373.8,52.2,68.41,601.69,0.0,0.0,0.0,S26a
87.74999999999977,1732.5,1397.5,5200.58,11847.61,70.58,371.66,52.2,67.95,601.6,0.0,0.0,0.0,S26a
87.74999999999977,1732.5,1397.5,5195.2,11824.47,75.13,373.93,52.2,66.75,601.57,0.0,0.0,0.0,S26a
87.74999999999977,1732.5,1397.5,5204.93,11858.97,77.25,373.24,52.2,63.72,601.7,0.0,0.0,0.0,S26a
87.74999999999977,1738.0,1404.0,5200.02,11836.24,76.63,373.88,50.1,65.99,601.5,0.0,0.0,0.0,S26a
87.74999999999977,1738.0,1404.0,5205.76,11846.95,83.82,373.04,50.1,66.62,601.56,0.0,0.0,0.0,S26a
87.74999999999977,1738.0,1404.0,5205.64,11845.41,84.66,373.05,50.1,63.57,601.56,0.0,0.0,0.0,S26a
87.74999999999977,1738.0,1404.0,5200.78,11849.26,82.37,372.61,50.1,67.1,601.45,0.0,0.0,0.0,S26a
87.74999999999977,1738.0,1404.0,5200.17,11847.1,84.85,374.49,48.6,62.5,601.58,0.0,0.0,0.0,S26a
87.74999999999977,1738.0,1404.0,5202.62,11845.47,85.47,371.4,48.6,66.06,601.52,0.0,0.0,0.0,S26a
87.74999999999977,1738.0,1404.0,5194.6,11837.22,84.25,373.67,48.6,64.69,601.41,0.0,0.0,0.0,S26a
87.74999999999977,1738.0,1404.0,5200.57,11848.26,83.97,374.05,48.6,65.15,601.53,0.0,0.0,0.0,S26a
87.74999999999977,1743.5,1410.5,5200.68,11857.24,85.29,374.15,47.4,63.77,601.66,0.0,0.0,0.0,S26a
87.74999999999977,1743.5,1410.5,5201.34,11847.95,85.62,373.12,47.4,66.92,601.49,0.0,0.0,0.0,S26a
87.74999999999977,1743.5,1410.5,5201.89,11844.6,85.03,372.82,47.4,62.54,601.56,0.0,0.0,0.0,S26a
87.74999999999977,1743.5,1410.5,5202.41,11844.71,86.6,374.44,47.4,65.4,601.46,0.0,0.0,0.0,S26a
87.74999999999977,1743.5,1410.5,5203.81,11844.45,87.93,374.49,46.6,68.54,601.43,0.0,0.0,0.0,S26a
87.74999999999977,1743.5,1410.5,5204.72,11844.35,86.89,373.6,46.6,65.33,601.65,0.0,0.0,0.0,S26a
87.74999999999977,1743.5,1410.5,5201.99,11848.0,86.95,373.84,46.6,62.92,601.54,0.0,0.0,0.0,S26a
87.74999999999977,1743.5,1410.5,5201.46,11844.89,88.74,373.41,46.6,64.92,601.5,0.0,0.0,0.0,S26a
87.74999999999977,1743.5,1410.5,9736.31,22095.5,290.84,372.75,46.6,68.87,601.7,0.0,0.0,0.0,S26a
90.2499999999975,1749.0,1417.0,10020.74,22826.96,249.89,384.05,47.7,51.92,1370.3,1.0,0.0,0.0,S26a
90.2499999999975,1749.0,1417.0,9800.45,22633.1,229.7,286.78,47.7,52.97,1370.21,1.0,0.0,0.0,S26a
90.2499999999975,1749.0,1417.0,10212.51,23066.4,145.67,270.35,47.7,49.87,1370.44,1.0,0.0,0.0,S26a
90.2499999999975,1749.0,1417.0,10003.62,22788.44,230.98,383.3,47.7,51.93,1370.23,1.0,0.0,0.0,S26a
73.49999999999852,1771.0,1443.0,10009.0,22849.38,236.54,371.85,50.1,50.05,1370.23,1.0,0.0,0.0,S26a
73.49999999999852,1771.0,1443.0,9989.74,22766.14,229.52,373.45,50.1,49.88,1370.32,1.0,0.0,0.0,S26a
73.49999999999852,1771.0,1443.0,10008.91,22839.91,224.74,385.06,50.1,51.42,1370.22,1.0,0.0,0.0,S26a
73.49999999999852,1771.0,1443.0,10045.68,22888.15,229.49,369.66,50.1,50.82,1370.21,1.0,0.0,0.0,S26a
74.74999999999739,1787.5,1462.5,10067.77,22896.63,220.02,383.14,52.1,49.56,1370.21,1.0,0.0,0.0,S26a
74.74999999999739,1787.5,1462.5,10104.35,22935.59,230.64,384.27,52.1,47.28,1370.45,1.0,0.0,0.0,S26a
74.74999999999739,1787.5,1462.5,9913.61,22584.08,231.75,334.75,52.1,50.4,1370.42,1.0,0.0,0.0,S26a
74.74999999999739,1787.5,1462.5,5211.38,11858.35,77.58,373.33,52.1,49.06,1370.33,1.0,0.0,0.0,S26a
75.74999999999932,1804.0,1482.0,5200.91,11847.68,75.89,372.78,53.6,22.56,1007.5,0.0,0.0,0.0,S26a
75.74999999999932,1804.0,1482.0,5200.76,11845.53,76.81,374.73,53.6,22.91,1007.74,0.0,0.0,0.0,S26a
75.74999999999932,1804.0,1482.0,5205.45,11846.42,76.7,373.4,53.6,29.17,1007.52,0.0,0.0,0.0,S26a
75.74999999999932,1804.0,1482.0,5193.74,11836.21,75.36,374.83,53.6,23.37,1007.78,0.0,0.0,0.0,S26a
75.74999999999932,1809.5,1488.5,5204.65,11844.63,76.42,370.93,58.0,22.24,995.23,0.0,0.0,0.0,S26a
75.74999999999932,1809.5,1488.5,5198.17,11845.0,77.56,372.52,58.0,27.19,995.33,0.0,0.0,0.0,S26a
75.74999999999932,1809.5,1488.5,5203.75,11859.38,75.58,370.51,58.0,22.46,995.12,0.0,0.0,0.0,S26a
75.74999999999932,1809.5,1488.5,5201.26,11849.23,74.03,372.07,58.0,25.01,995.17,0.0,0.0,0.0,S26a
75.74999999999932,1809.5,1488.5,5205.27,11844.87,73.96,373.66,59.5,27.34,995.21,0.0,0.0,0.0,S26a
75.74999999999932,1809.5,1488.5,5205.74,11844.27,76.26,372.85,59.5,28.62,995.23,0.0,0.0,0.0,S26a
75.74999999999932,1809.5,1488.5,5201.67,11844.44,76.44,371.27,59.5,24.74,995.22,0.0,0.0,0.0,S26a
75.74999999999932,1809.5,1488.5,10137.93,22839.76,218.15,375.73,59.5,22.34,995.27,0.0,0.0,0.0,S26a
75.74999999999932,1809.5,1488.5,10300.8,23392.45,203.46,380.55,59.5,28.41,995.16,0.0,0.0,0.0,S26a
76.24999999999886,1820.5,1501.5,10280.41,23412.54,206.22,371.72,56.4,30.42,1085.2,1.0,0.0,0.0,S26a
76.24999999999886,1820.5,1501.5,10173.56,23258.49,197.35,332.24,56.4,30.82,1085.09,1.0,0.0,0.0,S26a
76.24999999999886,1820.5,1501.5,10265.05,23415.11,205.88,370.78,56.4,31.93,1085.28,1.0,0.0,0.0,S26a
76.24999999999886,1820.5,1501.5,10274.53,23414.39,195.68,377.54,56.4,32.74,1085.08,1.0,0.0,0.0,S26a
77.49999999999773,1837.0,1521.0,10273.56,23463.3,204.71,373.71,55.5,33.86,1128.52,1.0,0.0,0.0,S26a
77.49999999999773,1837.0,1521.0,10233.37,23489.33,190.9,272.17,55.5,36.18,1128.66,1.0,0.0,0.0,S26a
77.49999999999773,1837.0,1521.0,10276.35,23332.69,188.45,311.0,55.5,35.23,1128.42,1.0,0.0,0.0,S26a
77.49999999999773,1837.0,1521.0,10289.67,23413.12,218.8,368.22,55.5,31.2,1128.52,1.0,0.0,0.0,S26a
78.74999999999943,1853.5,1540.5,10281.82,23429.39,209.61,382.88,55.8,38.8,1202.85,1.0,0.0,0.0,S26a
78.74999999999943,1853.5,1540.5,10282.15,23414.04,217.27,371.46,55.8,41.92,1202.92,1.0,0.0,0.0,S26a
78.74999999999943,1853.5,1540.5,10177.09,23320.22,200.67,298.61,55.8,39.07,1202.98,1.0,0.0,0.0,S26a
78.74999999999943,1853.5,1540.5,10952.0,24984.08,226.24,373.19,55.8,40.73,1202.81,1.0,0.0,0.0,S26a
79.9999999999983,1870.0,1560.0,8132.53,18545.79,75.82,382.52,56.6,38.47,1174.93,0.0,0.0,0.0,S26a
79.9999999999983,1870.0,1560.0,9700.62,22598.56,70.78,374.57,56.6,34.41,1175.09,0.0,0.0,0.0,S26a
79.9999999999983,1870.0,1560.0,5194.26,11835.67,75.44,373.06,56.6,40.74,1174.9,0.0,0.0,0.0,S26a
79.9999999999983,1870.0,1560.0,9581.74,21806.37,73.23,373.62,56.6,33.9,1174.95,0.0,0.0,0.0,S26a
80.24999999999807,1881.0,1573.0,9571.29,21816.48,75.67,374.17,59.6,38.14,1159.45,0.0,0.0,0.0,S26a
80.24999999999807,1881.0,1573.0,5206.03,11860.94,75.94,372.62,59.6,36.96,1159.43,0.0,0.0,0.0,S26a
80.24999999999807,1881.0,1573.0,5202.38,11847.76,75.4,373.82,59.6,37.32,1159.47,0.0,0.0,0.0,S26a
80.24999999999807,1881.0,1573.0,5206.24,11849.7,76.44,371.13,59.6,35.85,1159.67,0.0,0.0,0.0,S26a
80.24999999999807,1881.0,1573.0,5208.15,11860.23,74.64,370.77,62.7,39.55,1159.53,0.0,0.0,0.0,S26a
80.24999999999807,1881.0,1573.0,5208.4,11858.81,75.67,371.59,62.7,34.31,1159.59,0.0,0.0,0.0,S26a
80.24999999999807,1881.0,1573.0,5204.11,11847.12,73.54,372.6,62.7,32.91,1159.51,0.0,0.0,0.0,S26a
80.24999999999807,1881.0,1573.0,5204.92,11847.71,74.01,372.85,62.7,34.04,1159.67,0.0,0.0,0.0,S26a
80.24999999999807,1881.0,1573.0,5202.59,11849.03,76.92,370.56,62.7,35.8,1159.69,0.0,0.0,0.0,S26a
80.24999999999807,1886.5,1579.5,5195.46,11846.88,74.29,371.19,64.3,37.84,536.58,0.0,0.0,0.0,S26a
80.24999999999807,1886.5,1579.5,5201.05,11844.22,74.16,374.12,64.3,33.38,536.54,0.0,0.0,0.0,S26a
80.24999999999807,1886.5,1579.5,5200.02,11832.08,76.98,371.56,64.3,38.28,536.55,0.0,0.0,0.0,S26a
80.24999999999807,1886.5,1579.5,5194.28,11849.74,75.78,370.95,64.3,34.41,536.3,0.0,0.0,0.0,S26a
80.24999999999807,1886.5,1579.5,5201.63,11847.61,75.56,373.68,65.6,36.16,539.65,0.0,0.0,0.0,S26a
80.24999999999807,1886.5,1579.5,5226.41,11872.87,74.21,371.11,65.6,36.38,539.42,0.0,0.0,0.0,S26a
80.24999999999807,1886.5,1579.5,5200.88,11848.26,75.33,370.93,65.6,37.15,539.69,0.0,0.0,0.0,S26a
80.24999999999807,1886.5,1579.5,12404.94,28248.0,75.12,203.58,65.6,38.34,539.53,0.0,0.0,0.0,S26a
80.24999999999807,1892.0,1586.0,12345.75,28119.47,258.26,383.82,66.1,43.95,1258.62,1.0,0.0,0.0,S26a
80.24999999999807,1892.0,1586.0,5195.15,11844.3,76.29,371.51,66.1,45.83,1258.67,1.0,0.0,0.0,S26a
80.24999999999807,1892.0,1586.0,5203.12,11846.87,75.38,373.71,66.1,46.66,1258.7,1.0,0.0,0.0,S26a
80.24999999999807,1892.0,1586.0,10198.18,23260.03,220.26,339.64,66.1,44.88,1258.8,1.0,0.0,0.0,S26a
80.49999999999784,1903.0,1599.0,10245.99,23537.04,184.11,322.89,62.2,48.43,1354.86,1.0,0.0,0.0,S26a
80.49999999999784,1903.0,1599.0,8076.2,17173.09,73.51,370.77,62.2,46.12,1354.78,1.0,0.0,0.0,S26a
80.49999999999784,1903.0,1599.0,10196.0,23223.1,217.59,384.72,62.2,51.85,1354.87,1.0,0.0,0.0,S26a
80.49999999999784,1903.0,1599.0,10115.29,23105.16,188.51,309.7,62.2,49.17,1355.0,1.0,0.0,0.0,S26a
81.49999999999977,1914.0,1612.0,10069.22,22997.24,195.92,318.36,59.0,27.7,1069.66,1.0,0.0,0.0,S26a
81.49999999999977,1914.0,1612.0,10188.57,23197.85,192.65,371.69,59.0,31.32,1069.8,1.0,0.0,0.0,S26a
81.49999999999977,1914.0,1612.0,10176.17,23201.2,202.64,374.38,59.0,27.87,1069.54,1.0,0.0,0.0,S26a
81.49999999999977,1914.0,1612.0,10181.57,23197.69,203.27,370.56,59.0,28.35,1069.57,1.0,0.0,0.0,S26a
82.74999999999864,1930.5,1631.5,10178.41,23187.93,195.7,380.9,57.8,26.45,1069.64,1.0,0.0,0.0,S26a
82.74999999999864,1930.5,1631.5,10178.65,23188.19,198.54,379.74,57.8,28.44,1069.73,1.0,0.0,0.0,S26a
82.74999999999864,1930.5,1631.5,10204.92,23245.02,205.45,368.11,57.8,30.88,1069.51,1.0,0.0,0.0,S26a
82.74999999999864,1930.5,1631.5,10093.59,23077.78,213.52,310.04,57.8,29.39,1069.7,1.0,0.0,0.0,S26a
82.74999999999864,1930.5,1631.5,5056.77,12842.0,76.47,373.38,57.8,27.3,1069.78,1.0,0.0,0.0,S26a
83.74999999999773,1941.5,1644.5,9619.71,21916.77,72.88,373.55,57.9,31.61,1113.19,0.0,0.0,0.0,S26a
83.74999999999773,1941.5,1644.5,9817.97,22009.02,73.46,374.84,57.9,30.42,1112.99,0.0,0.0,0.0,S26a
83.74999999999773,1941.5,1644.5,5202.19,11849.03,76.39,372.57,57.9,36.9,1112.95,0.0,0.0,0.0,S26a
83.74999999999773,1941.5,1644.5,9683.69,20857.61,72.75,374.27,57.9,31.75,1113.09,0.0,0.0,0.0,S26a
84.24999999999727,1952.5,1657.5,5213.5,11857.17,76.44,371.63,58.8,51.33,1382.68,0.0,0.0,0.0,S26a
84.24999999999727,1952.5,1657.5,6152.93,13213.31,74.9,374.24,58.8,54.41,1382.63,0.0,0.0,0.0,S26a
84.24999999999727,1952.5,1657.5,5200.29,11846.34,74.78,374.23,58.8,48.63,1382.86,0.0,0.0,0.0,S26a
84.24999999999727,1952.5,1657.5,5201.52,11845.97,75.61,374.68,58.8,49.05,1382.89,0.0,0.0,0.0,S26a
95.24999999999864,1963.5,1670.5,10516.22,23881.69,192.09,376.24,59.0,64.01,1609.0,1.0,0.0,0.0,S26a
95.24999999999864,1963.5,1670.5,9728.45,21041.43,75.11,373.37,59.0,68.85,1608.99,1.0,0.0,0.0,S26a
95.24999999999864,1963.5,1670.5,12429.1,28080.06,143.91,380.06,59.0,70.0,1609.19,1.0,0.0,0.0,S26a
95.24999999999864,1963.5,1670.5,5204.53,11846.28,76.11,371.7,59.0,69.24,1609.17,1.0,0.0,0.0,S26a
97.7499999999992,1974.5,1683.5,12492.54,28181.35,137.85,378.27,60.2,134.21,2015.1,0.0,0.0,0.0,S26a
97.7499999999992,1974.5,1683.5,12268.45,27989.39,135.53,356.0,60.2,134.11,2015.16,0.0,0.0,0.0,S26a
97.7499999999992,1974.5,1683.5,12404.48,28083.22,129.5,380.23,60.2,132.46,2015.11,0.0,0.0,0.0,S26a
97.7499999999992,1974.5,1683.5,12384.29,28432.36,124.85,279.38,60.2,130.99,2015.2,0.0,0.0,0.0,S26a
97.7499999999992,2002.0,1716.0,12520.1,28553.79,126.47,270.82,59.6,132.96,2015.22,0.0,0.0,0.0,S26a
97.7499999999992,2002.0,1716.0,12264.45,28056.17,131.55,337.87,59.6,130.34,2015.12,0.0,0.0,0.0,S26a
97.7499999999992,2002.0,1716.0,12316.51,28024.11,129.33,387.86,59.6,136.0,2015.16,0.0,0.0,0.0,S26a
97.7499999999992,2002.0,1716.0,5204.32,11847.01,76.01,372.0,59.6,136.59,2015.2,0.0,0.0,0.0,S26a
97.7499999999992,2018.5,1735.5,9638.2,21937.23,73.99,371.35,63.1,131.65,2015.19,0.0,0.0,0.0,S26a
97.7499999999992,2018.5,1735.5,9636.92,21940.29,75.69,370.34,63.1,133.3,2015.09,0.0,0.0,0.0,S26a
97.7499999999992,2018.5,1735.5,9635.08,21952.95,75.21,373.78,63.1,130.5,2015.14,0.0,0.0,0.0,S26a
97.7499999999992,2018.5,1735.5,12388.82,28200.02,74.28,376.15,63.1,135.02,2015.17,0.0,0.0,0.0,S26a
97.7499999999992,2018.5,1735.5,12364.91,28176.89,74.17,376.19,63.1,133.16,2015.07,0.0,0.0,0.0,S26a
97.7499999999992,2035.0,1755.0,12369.8,28191.77,74.61,373.8,58.4,132.61,2015.2,0.0,0.0,0.0,S26a
97.7499999999992,2035.0,1755.0,12373.49,28204.82,74.43,374.57,58.4,136.53,2015.04,0.0,0.0,0.0,S26a
97.7499999999992,2035.0,1755.0,5192.74,11836.9,74.13,372.62,58.4,136.82,2015.04,0.0,0.0,0.0,S26a
97.7499999999992,2035.0,1755.0,5193.63,11836.56,76.17,374.1,58.4,131.67,2015.23,0.0,0.0,0.0,S26a
97.7499999999992,2035.0,1755.0,5193.99,11834.3,74.67,373.53,58.4,132.76,2015.18,0.0,0.0,0.0,S26a
97.7499999999992,2035.0,1755.0,9713.0,22118.23,72.95,372.97,58.4,134.38,2015.09,0.0,0.0,0.0,S26a
97.7499999999992,2040.5,1761.5,5206.06,11849.07,77.12,372.87,59.6,135.99,2015.24,0.0,0.0,0.0,S26a
97.7499999999992,2040.5,1761.5,9748.79,22204.09,76.56,373.16,59.6,131.53,2015.14,0.0,0.0,0.0,S26a
97.7499999999992,2040.5,1761.5,5201.28,11845.14,74.92,374.45,59.6,137.59,2015.06,0.0,0.0,0.0,S26a
97.7499999999992,2040.5,1761.5,9852.74,21062.79,74.62,373.76,59.6,137.11,2015.15,0.0,0.0,0.0,S26a
97.7499999999992,2051.5,1774.5,5202.93,11846.53,73.58,374.15,64.6,132.17,2015.15,0.0,0.0,0.0,S26a
